Comp_OID,Symbolic_name,CodingSystemName,SubmitterFirst,SubmitterLast,Submitter_Email,Submitter2,Contact_person_desc,Contact_person_address,Contact_person_phone,Contact_person_email,Contact_person_info,Resp_body_name,Resp_body_address,Resp_body_phone,Resp_body_email,Resp_body_URL,Resp_body_Type,Resp_body_oid,External_OID_flag,externalOIDsubType,replacedBy,Oid_Type,assignment_status,AA_OID,AA_description,Object_description,Date_begun,Date_finalized,Entry_Timestamp,T396mnemonic,Preferred_Realm
2.16.840.1.113883.3.5297,tbhfacility,TBH Facility OID,Adam,Rossbach,masked,,Adam Rossbach,"The Bellevue Hospital1400 West Main St.Bellevue, Ohio 44811",6146642603,masked,HIE Coordinator,CliniSync,,,arossbach@ohiponline.org,http://ohiponline.org/,Exchange,2.16.840.1.113883.3.1301,Int,,,3,Complete,,,TBH Facility OID (The Bellevue Hospital),3/06/2014 12:00,4/09/2014 12:00,4/09/2014 4:38,,UV
2.16.840.1.113883.3.5298,tbhprovider,TBH Provider OID,Adam,Rossbach,masked,,Adam Rossbach,"The Bellevue Hospital1400 West Main St.Bellevue, Ohio 44811",6146642603,masked,HIE Coordinator,CliniSync,,,arossbach@ohiponline.org,http://ohiponline.org/,Exchange,2.16.840.1.113883.3.1301,Int,,,3,Complete,,,TBH Provider OID (The Bellevue Hospital),3/06/2014 12:00,4/09/2014 12:00,4/09/2014 4:39,,UV
2.16.840.1.113883.17.3985,sjph-athena-sub-OID,St. John Providence Health System - Athena sub OID,Lori,Grudzien,masked,,Lori Grudzien,28000 DequindreWarren MI 48092,5867531757,masked,Application Manager,Lori Grudzien,28000 DequindreWarren MI 48092,5867531757,lori.grudzien@stjohn.org,,Provider,,Int,,,17,Complete,,HL7 International,St. John Providence Health System - Athena sub OID,3/06/2014 12:00,15/11/2014 12:00,15/11/2014 3:21,,UV
2.16.840.1.113883.3.5065.1.1,pushh123,Pushmataha Hospital OID,Lloyd,Durbin III,masked,,Lloyd E. Durbin III,"1200 W LibertyAtoka, OK  74525",5808893333,masked,Int Dir IT/IS,Pushmataha Hospital and Home Health,"510 E MainAntlers, OK  74523",5802983341,tdurbin@atokamedicalcenter.org,http://www.pushhospital.com,Provider,2.16.840.1.113883.3.5065,Ext,,,14,Complete,2.16.840.1.113883.3.5065.1.1,Pushmataha Hospital and Home Health,Pushmataha Hospital OID.,3/06/2014 12:00,15/11/2014 12:00,15/11/2014 3:24,,UV
2.16.840.1.113883.4.789,ca-QANM,association de m&#233;decine naturopathique du Qu&#233;bec,Wilson,Venancio,masked,,Wilson Venancio,"""5090 Explorer DriveMississauga, OntarioL4W 4X6""",647-7889477,masked,PMG Manager,association de médecine naturopathique du Québec,"1173 Boul Mont-Royal O Outremont, QC H2V 2H6",514-755-6629,info@qanm.org,http://qanm.org/,Vendor,,Int,,,4,Complete,,HL7 Canada,Unique identifier for association de m&#233;decine naturopathique du Qu&#233;bec.,3/06/2014 12:00,15/11/2014 12:00,15/11/2014 3:29,,UV
2.16.840.1.113883.4.790,ca-ODPDQ,l'Ordre des psychologues du Qu&#233;bec,Wilson,Venancio,masked,,Wilson Venancio,"""5090 Explorer DriveMississauga, OntarioL4W 4X6""",647-7889477,masked,PMG Manager,l'Ordre des psychologues du Québec,"1100 Beaumont avenue, suite 510Mont-Royal, Quebec, H3P 3H5",514-738-1881,info@ordrepsy.qc.ca,https://www.ordrepsy.qc.ca/en/index.sn,Vendor,,Int,,,4,Complete,,HL7 Canada,Unique identifier for l'Ordre des psychologues du Qu&#233;bec.,3/06/2014 12:00,15/11/2014 12:00,15/11/2014 3:33,,UV
2.16.840.1.113883.3.5065.1.2,pushhh123,Pushmataha HOME HEALTH,Lloyd,Durbin III,masked,,Lloyd E Durbin III,"1200 W LibertyAtoka, OK  74525",5808893333,masked,Int Dir IT/IS,Pushmataha Hospital and Home Health,"510 E MainAntlers, OK  74523",5802983341,tdurbin@atokamedicalcenter.org,http://www.pushhospital.com,Provider,2.16.840.1.113883.3.5065,Ext,,,14,Complete,2.16.840.1.113883.3.5065.1.2,Pushmataha Hospital and Home Health,Pushmataha HOME HEALTH OID,3/06/2014 12:00,15/11/2014 12:00,15/11/2014 3:26,,UV
2.16.840.1.113883.4.791,ca-ODPDQ2,Ordre des podiatres du Qu&#233;bec,Wilson,Venancio,masked,,Wilson Venancio,"""5090 Explorer DriveMississauga, OntarioL4W 4X6""",647-7889477,masked,PMG Manager,Ordre des podiatres du Québec,"Bureau 1000, 7151 Rue Jean-Talon Est, Montr&#233;al, QC H1M 3N8",(514) 288-0019,podiatres@ordredespodiatres.qc.ca,http://www.ordredespodiatres.qc.ca/,Vendor,,Int,,,4,Complete,,HL7 Canada,Unique identifier for Ordre des podiatres du Qu&#233;bec.,3/06/2014 12:00,15/11/2014 12:00,15/11/2014 3:34,,UV
2.16.840.1.113883.4.792,ca-SOC,Society of Osteopaths of Canada,Wilson,Venancio,masked,,Wilson Venancio,"""5090 Explorer DriveMississauga, OntarioL4W 4X6""",647-7889477,masked,PMG Manager,Society of Osteopaths of Canada,"1123 Rachel Street East Montreal, Quebec H2J 2J6",514-419-5397,info@soc-osteopaths.ca,http://www.soc-osteopaths.ca/,Vendor,,Int,,,4,Complete,,HL7 Canada,Unique Identifier for Society of Osteopaths of Canada.,3/06/2014 12:00,15/11/2014 12:00,15/11/2014 3:40,,UV
2.16.840.1.113883.4.793,ca-ADODQ,Alliance des Ost&#233;opathes du Qu&#233;bec,Wilson,Venancio,masked,,Wilson Venancio,"""5090 Explorer DriveMississauga, OntarioL4W 4X6""",647-7889477,masked,PMG Manager,Alliance des Ostéopathes du Québec,,,info@alliancedesosteopathes.com,http://www.alliancedesosteopathes.com/,Vendor,,Int,,,4,Complete,,HL7 Canada,Unique Identifier for Alliance des Ost&#233;opathes du Qu&#233;bec.,3/06/2014 12:00,15/11/2014 12:00,15/11/2014 3:42,,UV
2.16.840.1.113883.4.794,ca-ADORITMA,Association des Ost&#233;opathes du RITMA,Wilson,Venancio,masked,,Wilson Venancio,"""5090 Explorer DriveMississauga, OntarioL4W 4X6""",647-7889477,masked,PMG Manager,Association des Ostéopathes du RITMA,"200 Main Street, Suite 19, Saint-Sauveur (Quebec) J0R 1R0",450-227-5888,ritma@ritma.ca,http://www.ritma.ca/,Vendor,,Int,,,4,Complete,,HL7 Canada,Unique Identifier for Association des Ost&#233;opathes du RITMA,3/06/2014 12:00,15/11/2014 12:00,15/11/2014 3:45,,UV
2.16.840.1.113883.4.795,ca-ADMMDQ,Association de M&#233;decine Manuelle du Qu&#233;bec,Wilson,Venancio,masked,,Wilson Venancio,"""5090 Explorer DriveMississauga, OntarioL4W 4X6""",647-7889477,masked,PMG Manager,Association de Médecine Manuelle du Québec,"1123, rue Rachel Est, Montr&#233;al (Qu&#233;bec), H2J 2J6",438 380-8797,info@ammq.org,http://www.ammq.org/,Vendor,,Int,,,4,Complete,,HL7 Canada,Unique Identifier for Association de M&#233;decine Manuelle du Qu&#233;bec.,3/06/2014 12:00,15/11/2014 12:00,15/11/2014 3:46,,UV
2.16.840.1.113883.4.796,ca-AQDO,Association Qu&#233;b&#233;coise des Ost&#233;opathes,Wilson,Venancio,masked,,Wilson Venancio,"""5090 Explorer DriveMississauga, OntarioL4W 4X6""",647-7889477,masked,PMG Manager,Association Québécoise des Ostéopathes,"3557, boul. Dagenais Case postale 52038 Laval (Qu&#233;bec) H7P 5S1",450 622-6783,info@associationquebecoisedesosteopathes.com,http://www.associationquebecoisedesosteopathes.com/,Vendor,,Int,,,4,Complete,,HL7 Canada,Unique Identifier for Association Qu&#233;b&#233;coise des Ost&#233;opathes.,3/06/2014 12:00,15/11/2014 12:00,15/11/2014 3:47,,UV
2.16.840.1.113883.4.797,ca-CDOC,Coll&#232;ge des Ost&#233;opathes Canadiens,Wilson,Venancio,masked,,Wilson Venancio,"""5090 Explorer DriveMississauga, OntarioL4W 4X6""",647-7889477,masked,PMG Manager,Collège des Ostéopathes Canadiens,,1-800-798-3624,info@college-osteopathes.org,http://www.college-osteopathes.org/,Vendor,,Int,,,4,Complete,,HL7 Canada,Unique Identifier for Coll&#232;ge des Ost&#233;opathes Canadiens.,3/06/2014 12:00,15/11/2014 12:00,15/11/2014 3:50,,UV
2.16.840.1.113883.4.798,ca-SDODQ,Soci&#233;t&#233; des Ost&#233;opathes du Qu&#233;bec,Wilson,Venancio,masked,,Wilson Venancio,"""5090 Explorer DriveMississauga, OntarioL4W 4X6""",647-7889477,masked,PMG Manager,Société des Ostéopathes du Québec,"1123, rue Rachel Est, Montr&#233;al (Qu&#233;bec), H2J 2J6",514-524-6560,info@soq-osteopathes.ca,http://www.soq-osteopathes.ca/,Vendor,,Int,,,4,Complete,,HL7 Canada,Unique Identifier for Soci&#233;t&#233; des Ost&#233;opathes du Qu&#233;bec.,3/06/2014 12:00,15/11/2014 12:00,15/11/2014 3:52,,UV
2.16.840.1.113883.4.799,ca-OPQ,Ost&#233;opathie Qu&#233;bec,Wilson,Venancio,masked,,Wilson Venancio,"""5090 Explorer DriveMississauga, OntarioL4W 4X6""",647-7889477,masked,PMG Manager,Ostéopathie Québec,"204-7000, rue du Parc Montr&#233;al (Qu&#233;bec) H3N 1X1",514-770-5043,info@osteopathiequebec.ca,http://www.osteopathiequebec.ca/,Vendor,,Int,,,4,Complete,,HL7 Canada,Unique Identifier for Ost&#233;opathie Qu&#233;bec.,3/06/2014 12:00,15/11/2014 12:00,15/11/2014 3:54,,UV
2.16.840.1.113883.4.800,ca-SCPLTDO,Soci&#233;t&#233; Canadienne pour la Tradition de l'Ost&#233;opathie,Wilson,Venancio,masked,,Wilson Venancio,"""5090 Explorer DriveMississauga, OntarioL4W 4X6""",647-7889477,masked,PMG Manager,Société Canadienne pour la Tradition de l'Ostéopathie,,514 395-1134,info@socato.ca,http://www.socato.ca/,Vendor,,Int,,,4,Complete,,HL7 Canada,Unique identifier for Soci&#233;t&#233; Canadienne pour la Tradition de l'Ost&#233;opathie.,3/06/2014 12:00,15/11/2014 12:00,15/11/2014 4:02,,UV
2.16.840.1.113883.3.5065.1.3,ptrpush123,PTR PUSHMATAHA OID,Lloyd,Durbin III,masked,,Lloyd E Durbin III,"1200 W LibertyAtoka, OK  74525",5808893333,masked,Int Dir IT/IS,Pushmataha Hospital and Home Health,"510 E MainAntler, OK  74525",5802983341,tdurbin@atokamedicalcenter.org,http://www.pushhospital.com,Provider,2.16.840.1.113883.3.5065,Ext,,,14,Complete,2.16.840.1.113883.3.5065.1.3,Pushmataha Hospital and Home Health,PTR PUSHMATAHA OID,3/06/2014 12:00,15/11/2014 12:00,15/11/2014 3:56,,UV
2.16.840.1.113883.4.801,ca-CDMDQ,College des Medecins du Quebec,Wilson,Venancio,masked,,Wilson Venancio,"""5090 Explorer DriveMississauga, OntarioL4W 4X6""",647-7889477,masked,PMG Manager,College des Medecins du Quebec,"2170 Bd Ren&#233; L&#233;vesque O, Montr&#233;al, QC H3H 2T8",(514) 933-4441,nfo@cmq.org,http://www.cmq.org/,Vendor,,Int,,,4,Complete,,HL7 Canada,Unique identifier for College des Medecins du Quebec.,3/06/2014 12:00,15/11/2014 12:00,15/11/2014 4:04,,UV
2.16.840.1.113883.3.5299,bdh,Bozeman Deaconess Hospital,Julie.,Kindred,masked,,Julie Kindred,"915 Highland BoulevardInformation Systems Bozeman, Mt59715",406-411-5047,masked,Clinical Coordinator,Bozeman Deaconess Hospital,"915 Highland BoulevardAttn.  Julie KindredBozeman,MT59715",406-411-5047,jkindred@bdh-boz.com,http://www.bozemandeaconess.org/,Provider,,Int,,,3,Complete,,,This OID will be used to support CCDA interfaces between Bozeman Deaconess Hospital and HealthShare Montana HIE.,3/06/2014 12:00,16/10/2014 12:00,16/10/2014 11:02,,UV
2.16.840.1.113883.4.802,ca-ADOMDI,Alliance des Ost&#233;opathes membres de l'A.I.S.N.A.C.,Wilson,Venancio,masked,,Wilson Venancio,"""5090 Explorer DriveMississauga, OntarioL4W 4X6""",647-7889477,masked,PMG Manager,Alliance des Ostéopathes membres de l'A.I.S.N.A.C.,,,wilson.venancio@telus.com,,Vendor,,Int,,,4,Complete,,HL7 Canada,Unique identifier for Alliance des Ost&#233;opathes membres de l'A.I.S.N.A.C.,3/06/2014 12:00,15/11/2014 12:00,15/11/2014 4:05,,UV
2.16.840.1.113883.4.803,ca-ADMODC,Association des M&#233;decins Ost&#233;opathes du Qu&#233;bec,Wilson,Venancio,masked,,Wilson Venancio,"""5090 Explorer DriveMississauga, OntarioL4W 4X6""",647-7889477,masked,PMG Manager,Association des Médecins Ostéopathes du Québec,,,wilson.venancio@telus.com,,Vendor,,Int,,,4,Complete,,HL7 Canada,Unique identifier for Association des M&#233;decins Ost&#233;opathes du Qu&#233;bec,3/06/2014 12:00,15/11/2014 12:00,15/11/2014 4:07,,UV
2.16.840.1.113883.4.804,ca-ADODC,Association des Ost&#233;opathes du Qu&#233;bec,Wilson,Venancio,masked,,Wilson Venancio,"""5090 Explorer DriveMississauga, OntarioL4W 4X6""",647-7889477,masked,PMG Manager,Association des Ostéopathes du Québec,,,wilson.venancio@telus.com,,Vendor,,Int,,,4,Complete,,HL7 Canada,Unique identifier for Association des Ost&#233;opathes du Qu&#233;bec.,3/06/2014 12:00,15/11/2014 12:00,15/11/2014 4:09,,UV
2.16.840.1.113883.4.805,ca-LCDODM,Le Coll&#232;ge d'&#201;tudes Osteopathiques de Montr&#233;al,Wilson,Venancio,masked,,Wilson Venancio,"""5090 Explorer DriveMississauga, OntarioL4W 4X6""",647-7889477,masked,PMG Manager,Le Collège d'Études Osteopathiques de Montréal,"2015 Drummond Street, Montr&#233;al, QC H3G 1W7",(514) 342-2816,wilson.venancio@telus.com,http://www.osteopathie-canada.ca/,Vendor,,Int,,,4,Complete,,HL7 Canada,Unique identifier for Le Coll&#232;ge d'&#201;tudes Osteopathiques de Montr&#233;al.,3/06/2014 12:00,15/11/2014 12:00,15/11/2014 4:10,,UV
2.16.840.1.113883.4.806,ca-CDPODQ,Corporation des professionnels ost&#233;opathes du Qu&#233;bec,Wilson,Venancio,masked,,Wilson Venancio,"""5090 Explorer DriveMississauga, OntarioL4W 4X6""",647-7889477,masked,PMG Manager,Corporation des professionnels ostéopathes du Québec,,450.635.2205,wilson.venancio@telus.com,http://cpoq.org/,Vendor,,Int,,,4,Complete,,HL7 Canada,Unique identifier for Corporation des professionnels ost&#233;opathes du Qu&#233;bec.,3/06/2014 12:00,15/11/2014 12:00,15/11/2014 4:14,,UV
2.16.840.1.113883.4.807,ca-RDODQ,Registre des Ost&#233;opathes du Qu&#233;bec,Wilson,Venancio,masked,,Wilson Venancio,"""5090 Explorer DriveMississauga, OntarioL4W 4X6""",647-7889477,masked,PMG Manager,Registre des Ostéopathes du Québec,,,wilson.venancio@telus.com,,Vendor,,Int,,,4,Complete,,HL7 Canada,Unique identifier for Registre des Ost&#233;opathes du Qu&#233;bec.,3/06/2014 12:00,15/11/2014 12:00,15/11/2014 4:15,,UV
2.16.840.1.113883.4.808,ca-SPDODQ,Syndicat professionnel des Ost&#233;opathes du Qu&#233;bec,Wilson,Venancio,masked,,Wilson Venancio,"""5090 Explorer DriveMississauga, OntarioL4W 4X6""",647-7889477,masked,PMG Manager,Syndicat professionnel des Ostéopathes du Québec,"101 boul. Cardinal - L&#233;ger CP 51071 Pincourt , Qu&#233;bec J7V 9T3",(514) 990-6658,wilson.venancio@telus.com,http://spoq.cpmdq.com/,Vendor,,Int,,,4,Complete,,HL7 Canada,Unique identifier for Syndicat professionnel des Ost&#233;opathes du Qu&#233;bec.,3/06/2014 12:00,15/11/2014 12:00,15/11/2014 4:17,,UV
2.16.840.1.113883.4.809,ca-CPDMODC,Corporation Professionnelle des M&#233;decines Ost&#233;opathiques du Canada,Wilson,Venancio,masked,,Wilson Venancio,"""5090 Explorer DriveMississauga, OntarioL4W 4X6""",647-7889477,masked,PMG Manager,Corporation Professionnelle des Médecines Ostéopathiques du Canada,,,wilson.venancio@telus.com,,Vendor,,Int,,,4,Complete,,HL7 Canada,Unique identifier for Corporation Professionnelle des M&#233;decines Ost&#233;opathiques du Canada.,3/06/2014 12:00,15/11/2014 12:00,15/11/2014 4:18,,UV
2.16.840.1.113883.4.810,ca-AQDTEO,Association Qu&#233;b&#233;coise des Th&#233;rapeutes en Ost&#233;opathie,Wilson,Venancio,masked,,Wilson Venancio,"""5090 Explorer DriveMississauga, OntarioL4W 4X6""",647-7889477,masked,PMG Manager,Association Québécoise des Thérapeutes en Ostéopathie,,,wilson.venancio@telus.com,,Vendor,,Int,,,4,Complete,,HL7 Canada,Unique Identifier for Association Qu&#233;b&#233;coise des Th&#233;rapeutes en Ost&#233;opathie.,3/06/2014 12:00,15/11/2014 12:00,15/11/2014 4:23,,UV
2.16.840.1.113883.4.811,ca-COMTNB,College of Massage Therapists of New Brunswick,Wilson,Venancio,masked,,Wilson Venancio,"""5090 Explorer DriveMississauga, OntarioL4W 4X6""",647-7889477,masked,PMG Manager,College of Massage Therapists of New Brunswick,,,wilson.venancio@telus.com,,Vendor,,Int,,,4,Complete,,HL7 Canada,Unique Identifier for College of Massage Therapists of New Brunswick.,3/06/2014 12:00,15/11/2014 12:00,15/11/2014 4:25,,UV
2.16.840.1.113883.4.812,ca-NFLAOND,Newfoundland and Labrador Association of Naturopathic Doctors,Wilson,Venancio,masked,,Wilson Venancio,"""5090 Explorer DriveMississauga, OntarioL4W 4X6""",647-7889477,masked,PMG Manager,Newfoundland and Labrador Association of Naturopathic Doctors,,,healthforlifenl@me.com,,Vendor,,Int,,,4,Complete,,HL7 Canada,Unique Identifier for Newfoundland and Labrador Association of Naturopathic Doctors.,3/06/2014 12:00,15/11/2014 12:00,15/11/2014 4:26,,UV
2.16.840.1.113883.4.813,ca-OBOO,Ontario Board of Osteopathy,Wilson,Venancio,masked,,Wilson Venancio,"""5090 Explorer DriveMississauga, OntarioL4W 4X6""",647-7889477,masked,PMG Manager,Ontario Board of Osteopathy,,,wilson.venancio@telus.com,,Vendor,,Int,,,4,Complete,,HL7 Canada,Unique Identifier for Ontario Board of Osteopathy.,3/06/2014 12:00,15/11/2014 12:00,15/11/2014 4:27,,UV
2.16.840.1.113883.3.5300,healthanalytics,Oregon Health Authority - Office of Health Analytics,Sarah,Bartelmann,masked,,Sarah Bartelmann,"421 SW Oak Street,Suite 850Portland OR 97204",5034905689,masked,,Oregon Health Authority - Office of Health Analytics,"421 SW Oak Street,Suite 850Portland OR 97204",5039456446,tricia.macinnes@state.or.us,http://www.oregon.gov/oha/analytics/,Govt body,,Int,,,3,Complete,,,"Oregon Health Authority's Office of Health Analytics is exploring developing eCQM specifications for several performance measures that have been developed in-house. The OID will be used priority for access to CMS' measure authoring tool, not as part of larger HIE/HIT infrastructure. ",3/06/2014 12:00,16/10/2014 12:00,16/10/2014 11:05,,UV
2.16.840.1.113883.9.170,mch-id,Mid Coast Hospital,Thomas,Hinton,masked,,Thomas Hinton,"121 Medical Center Drive Suite # 2300Brunswick, Maine 04011",207-373-6434,masked,System Administrator,Mid Coast Hospital,"123 Medical Center Drive Brunswick, Maine 04011",207-373-6000,helpdesk@midcoasthealth.com,http://www.midcoasthealth.com,Provider,,Int,,,3,Complete,,HL7 International,Mid Coast Hospital HL7 identifier for Electronic Lab Results.,3/06/2014 12:00,15/11/2014 12:00,15/11/2014 4:32,,UV
2.16.840.1.113883.3.1070.5933,mckesson-fusion-5933,mckesson-fusion-5933,Bao,Lee,masked,,Fusion Enrollment,,8775074541,masked,,Fusion Enrollment,,,bao.lee@mckesson.com,,Vendor,2.16.840.1.113883.3.1070,Ext,,,17,Complete,2.16.840.1.113883.3.1070.5933,mckesson-fusion,mckesson-fusion-5933,3/06/2014 12:00,15/11/2014 12:00,15/11/2014 4:34,,US
2.16.840.1.113883.3.5301,cch-ccd,Cherry County Hospital,Brent,Peterson,masked,bpete@cchospital.net,Phillip Mues,"510 N. Green St.Valentine, NE 69201",402-376-2525 Ext. 401,masked,Information Technology System's Specialist,Brent Peterson,,402-376-2525 Ext. 123,bpete@cchospital.net,,Provider,,Int,,,3,Complete,,,"The Cherry County Hospital is a voluntary, not for profit, county owned hospital operated for the residents of North Central Nebraska and Central South Dakota. The hospital exists to operate and maintain economically feasible health care services for the residents of the area. It will provide a quality and nurturing environment for patients, medical staff, hospital staff, and the various publics.It is with these basic purposes that the Cherry County Hospital, in cooperation with the local medical staff and other selected health providers, plans to organize, deliver and sustain as comprehensive health care possible for the region.",3/06/2014 12:00,12/11/2014 12:00,12/11/2014 1:28,,UV
2.16.840.1.113883.3.5302,phoenixcenterbhs,Phoenix Center Behavioral Health Services,James,Parrish Sr.,masked,,James Parrish Sr.,"James Parrish Sr.Phoenix Center BHS940-A Highway 96Warner Robins, GA 31088",478-988-1222 Ext 224,masked,IT Director,Phoenix Center BHS,"Phoenix Center BHS940 Highway 96Warner Robins, GA 31088",478-988-1222,phoenixcenteradmin@phoenixcenterbhs.com,,Provider,,Int,,,3,Complete,,,Provider of comprehensive behavioral health and intellectual developmental disability services.,4/06/2014 12:00,12/11/2014 12:00,12/11/2014 1:29,,UV
2.16.840.1.113883.17.3911.1,aERMC-OldED,Eaton Rapids Medical Center - Emergency Dept,Connie,Ebare,masked,,Mark Rodge,"Eaton Rapids Medical Center1500 S. Main St.Eaton Rapids, MI 48827",517-663-9512,masked,CIO,Eaton Rapids Medical Center,"Eaton Rapids Medical Center1500 S. Main St.Eaton Rapids, MI 48827",517-663-2371,mrodge@ermchealth.org,http://www.eatonrapidsmedicalcenter.org/,Provider,2.16.840.1.113883.17.3911,Ext,,,17,Complete,2.16.840.1.113883.17.3911.1,Eaton Rapids Medical Center,Eaton Rapids Medical Center Emergency Dept - OID needed for public health interface use.,4/06/2014 12:00,11/12/2014 12:00,11/12/2014 3:53,,UV
2.16.840.1.113883.3.5303,phpplfacility,PHP Physician Location Facility OID,Adam,Rossbach,masked,,Adam Rossbach,Premier Health Partners110 N. Main St. Suite 290 Dayton OH 45402,6146642603,masked,HIE Coordinator,CliniSync,,,arossbach@ohiponline.org,http://ohiponline.org/,Exchange,2.16.840.1.113883.3.1301,Int,,,3,Complete,,,PHP Physician Location Facility OID (Premier Health Partners),4/06/2014 12:00,4/09/2014 12:00,4/09/2014 4:53,,UV
2.16.840.1.113883.3.5304,phpplprovider,PHP Physician Locations Provider OID,Adam,Rossbach,masked,,Adam Rossbach,Premier Health Partners110 N. Main St. Suite 290 Dayton OH 45402,6146642603,masked,HIE Coordinator,CliniSync,,,arossbach@ohiponline.org,http://ohiponline.org/,Exchange,2.16.840.1.113883.3.1301,Int,,,3,Complete,,,PHP Physician Locations Provider OID (Premier Health Partners),4/06/2014 12:00,4/09/2014 12:00,4/09/2014 4:55,,UV
2.16.840.1.113883.3.5305,uhamcfacility,UH AMC Facility OID,Adam,Rossbach,masked,,Adam Rossbach,"3605 Warrensville Center RdShaker Heights, OH 44122-5203",6146642603,masked,HIE Coordinator,CliniSync,,,arossbach@ohiponline.org,http://ohiponline.org/,Exchange,2.16.840.1.113883.3.1301,Int,,,3,Complete,,,UH AMC Facility OID (University Hospitals Ahuja Medical Center),4/06/2014 12:00,5/09/2014 12:00,5/09/2014 2:27,,UV
2.16.840.1.113883.3.5306,uhbmcfacility,UH BMC Facility OID,Adam,Rossbach,masked,,Adam Rossbach,"3605 Warrensville Center RdShaker Heights, OH 44122-5203",6146642603,masked,HIE Coordinator,CliniSync,,,arossbach@ohiponline.org,http://ohiponline.org/,Exchange,2.16.840.1.113883.3.1301,Int,,,3,Complete,,,UH BMC Facility OID (University Hospitals Bedford Medical Center),4/06/2014 12:00,5/09/2014 12:00,5/09/2014 2:30,,UV
2.16.840.1.113883.3.5307,uhcmcfacility,UH CMC Facility OID,Adam,Rossbach,masked,,Adam Rossbach,"3605 Warrensville Center RdShaker Heights, OH 44122-5203",6146642603,masked,HIE Coordinator,CliniSync,,,arossbach@ohiponline.org,http://ohiponline.org/,Exchange,2.16.840.1.113883.3.1301,Int,,,3,Complete,,,UH CMC Facility OID (University Hospitals Case Medical Center),4/06/2014 12:00,5/09/2014 12:00,5/09/2014 2:36,,UV
2.16.840.1.113883.3.5308,uhctmcfacility,UH CTMC Facility OID,Adam,Rossbach,masked,,Adam Rossbach,"3605 Warrensville Center RdShaker Heights, OH 44122-5203",6146642603,masked,HIE Coordinator,CliniSync,,,arossbach@ohiponline.org,http://ohiponline.org/,Exchange,2.16.840.1.113883.3.1301,Int,,,3,Complete,,,UH CTMC Facility OID (University Hospitals Conneaut Medical Center),4/06/2014 12:00,5/09/2014 12:00,5/09/2014 2:35,,UV
2.16.840.1.113883.3.5309,uhggmcfacility,UH GGMC Facility OID,Adam,Rossbach,masked,,Adam Rossbach,"3605 Warrensville Center RdShaker Heights, OH 44122-5203",6146642603,masked,HIE Coordinator,CliniSync,,,arossbach@ohiponline.org,http://ohiponline.org/,Exchange,2.16.840.1.113883.3.1301,Int,,,3,Complete,,,UH GGMC Facility OID (University Hospitals Geauga Medical Center),4/06/2014 12:00,5/09/2014 12:00,5/09/2014 2:37,,UV
2.16.840.1.113883.3.5310,uhgvmcfacility,UH GVMC Facility OID,Adam,Rossbach,masked,,Adam Rossbach,"3605 Warrensville Center RdShaker Heights, OH 44122-5203",6146642603,masked,HIE Coordinator,CliniSync,,,arossbach@ohiponline.org,http://ohiponline.org/,Exchange,2.16.840.1.113883.3.1301,Int,,,3,Complete,,,UH GVMC Facility OID (University Hospitals Geneva Medical Center),4/06/2014 12:00,5/09/2014 12:00,5/09/2014 2:42,,UV
2.16.840.1.113883.3.5311,uhrmcfacility,UH RMC Facility OID,Adam,Rossbach,masked,,Adam Rossbach,"3605 Warrensville Center RdShaker Heights, OH 44122-5203",6146642603,masked,HIE Coordinator,CliniSync,,,arossbach@ohiponline.org,http://ohiponline.org/,Exchange,2.16.840.1.113883.3.1301,Int,,,3,Complete,,,UH RMC Facility OID (University Hospitals Richmond Medical Center),4/06/2014 12:00,5/09/2014 12:00,5/09/2014 2:49,,UV
1.2.36.1.2001.1005.49.3,hips-mrn-id,HIPS Medical Record Id,Philip,Stalley-Gordon,masked,,Philip Stalley-Gordon,"Level 9, 108 King William StreetAdelaide, South Australia, 5000",401950881,masked,,Chamonix,"Level 9, 108 King William StreetAdelaide, South Australia, 5000",,philip.stalley-gordon@chamonix.com.au,http://chamonix.com.au/,Vendor,1.2.36.1.2001.1005.49,Ext,,,4,Complete,1.2.36.1.2001.1005.49.3,NEHTA,"Namespace for Medical Record identifier of a patient from HIPS.The CDA Document requires that the second Entity Identifier of the patient relates to the local Medical Record of the patient.  The root is a combination of this OID, the HPI-O number and the HospitalId (from within HIPS) to create a sub-oid, and the extension text will be the actual MR.For example: <ext:id root=""1.2.36.1.2001.1005.49.3.8003626134435771.13"" extension=""998545875"" assigningAuthorityName=""Southern Specialist Hospital"" />",4/06/2014 12:00,14/09/2014 12:00,14/09/2014 6:52,,UV
2.16.840.1.113883.3.5312,mchc-6580-IA,Monroe County Hospital and Clinics,James,Gauld,masked,,James Gauld,"6580 165th StreetAlbia, IA 52531",641-932-1683,masked,Clinical EHR Specialist,Monroe County Hospital and Clinics,"6580 165th StreetAlbia, IA 52501",641-932-2134,info@mchalbia.com,http://www.mchalbia.com,Provider,,Int,,,3,Complete,,,This OID will be used by our EHR vender (Cerner) as an Identifier for our Hospital and clinics.,5/06/2014 12:00,12/11/2014 12:00,12/11/2014 1:30,396,UV
